algorithm,ensemble,l,delta,m,k_min,k_max,rho_w,fit_status
SNIHT,dct,10,0.1,103,50,52,0.4951456666830626,logistic_fit
SNIHT,dct,10,0.15,154,71,73,0.4649454834911781,logistic_fit
SNIHT,dct,10,0.2,205,75,77,0.3991407630862785,logistic_fit
SNIHT,dct,10,0.25,256,95,97,1.0,logistic_fit
SNIHT,dct,10,0.3,308,104,106,0.3431321533029917,logistic_fit
SNIHT,dct,10,0.35,359,111,113,1.0,logistic_fit
SNIHT,dct,10,0.4,410,127,129,0.3150339464012288,logistic_fit
SNIHT,dct,10,0.45,461,142,144,0.0,logistic_fit
SNIHT,dct,10,0.5,512,127,129,1.0,logistic_fit
SNIHT,dct,10,0.55,564,157,159,1.0,logistic_fit
SNIHT,dct,10,0.6,615,172,174,0.2832841215814904,logistic_fit
SNIHT,dct,10,0.65,666,201,203,0.0,logistic_fit
SNIHT,dct,10,0.7,717,267,269,0.0,logistic_fit
SNIHT,dct,10,0.75,768,287,289,0.0,logistic_fit
SNIHT,dct,10,0.8,820,204,206,1.0,logistic_fit
SNIHT,dct,10,0.85,871,325,327,1.0,logistic_fit
SNIHT,dct,10,0.9,922,402,404,0.43594078619927773,logistic_fit
SNIHT,dct,10,0.95,973,485,487,1.0,logistic_fit
SNIHT,dct,10,0.99,1014,506,508,0.48645349783448094,logistic_fit
SNHTP,gaussian,1,0.01,11,0,2,0.07657635182842362,logistic_fit
SNHTP,gaussian,1,0.02,21,1,3,0.10076653718433305,logistic_fit
SNHTP,gaussian,1,0.04,41,4,6,0.13165848280566786,logistic_fit
SNHTP,gaussian,1,0.06,62,7,9,0.1665463537804086,logistic_fit
SNHTP,gaussian,1,0.08,82,15,17,0.12414303806053158,logistic_fit
SNHTP,gaussian,1,0.1,103,18,20,0.0,logistic_fit
SNHTP,gaussian,1,0.15,154,28,30,1.0,logistic_fit
SNHTP,gaussian,1,0.2,205,43,45,0.2108306529212947,logistic_fit
SNHTP,gaussian,1,0.25,256,55,57,0.22608707645986711,logistic_fit
SNHTP,gaussian,1,0.3,308,71,73,0.2359149900757177,logistic_fit
SNHTP,gaussian,1,0.35,359,91,93,0.25336378111816454,logistic_fit
SNHTP,gaussian,1,0.4,410,102,104,0.25283658461686426,logistic_fit
SNHTP,gaussian,1,0.45,461,128,130,0.0,logistic_fit
SNHTP,gaussian,1,0.5,512,143,145,0.281516904463999,logistic_fit
SNHTP,gaussian,1,0.55,564,175,177,0.0,logistic_fit
SNHTP,gaussian,1,0.6,615,191,193,0.3085430053473599,logistic_fit
SNHTP,gaussian,1,0.65,666,207,209,0.0,logistic_fit
SNHTP,gaussian,1,0.7,717,233,235,0.32729103644669627,logistic_fit
SNIHT,gaussian,1,0.01,11,0,2,0.07657635182842362,logistic_fit
SNIHT,gaussian,1,0.02,21,1,3,0.09646352507062426,logistic_fit
SNIHT,gaussian,1,0.04,41,4,6,0.13393612148042233,logistic_fit
SNIHT,gaussian,1,0.06,62,7,9,0.14495613081122613,logistic_fit
SNIHT,gaussian,1,0.08,82,10,12,0.14544646158618954,logistic_fit
SNIHT,gaussian,1,0.1,103,15,17,0.16550820333371857,logistic_fit
SNIHT,gaussian,1,0.15,154,29,31,0.19498581924705755,logistic_fit
SNIHT,gaussian,1,0.2,205,37,39,0.19405627109871532,logistic_fit
SNIHT,gaussian,1,0.25,256,57,59,0.22569597586945128,logistic_fit
SNIHT,gaussian,1,0.3,308,71,73,1.0,logistic_fit
SNIHT,gaussian,1,0.35,359,94,96,0.2581784528595462,logistic_fit
SNIHT,gaussian,1,0.4,410,102,104,1.0,logistic_fit
SNIHT,gaussian,1,0.45,461,128,130,0.2813581241190336,logistic_fit
SNIHT,gaussian,1,0.5,512,143,145,0.2825540340931368,logistic_fit
SNIHT,gaussian,1,0.55,564,157,159,0.28014176226947496,logistic_fit
SNIHT,gaussian,1,0.6,615,153,155,0.251209574606412,logistic_fit
SNIHT,gaussian,1,0.65,666,145,147,1.0,logistic_fit
SNIHT,gaussian,1,0.7,717,133,135,1.0,logistic_fit
SNIHT,gaussian,1,0.75,768,143,145,1.0,logistic_fit
SNIHT,gaussian,1,0.8,820,127,129,0.15785114965766972,logistic_fit
SNIHT,gaussian,1,0.85,871,108,110,1.0,logistic_fit
SNIHT,gaussian,1,0.9,922,115,117,0.12758881401704142,logistic_fit
SNIHT,gaussian,1,0.95,973,121,123,0.1274698803866011,logistic_fit
SNIHT,gaussian,1,0.99,1014,126,128,0.0,logistic_fit
SNIHT,gaussian,2,0.01,11,0,2,0.08449919973696786,logistic_fit
SNIHT,gaussian,2,0.02,21,2,4,0.12402138601498434,logistic_fit
SNIHT,gaussian,2,0.04,41,6,8,0.15423534775889267,logistic_fit
SNIHT,gaussian,2,0.06,62,12,14,0.21175799784625826,logistic_fit
SNIHT,gaussian,2,0.08,82,15,17,1.0,logistic_fit
SNIHT,gaussian,2,0.1,103,25,27,0.27762219241119535,logistic_fit
SNIHT,gaussian,2,0.15,154,38,40,0.2910430501833473,logistic_fit
SNIHT,gaussian,2,0.2,205,62,64,0.30746698840292347,logistic_fit
SNIHT,gaussian,2,0.25,256,83,85,1.0,logistic_fit
SNIHT,gaussian,2,0.3,308,104,106,1.0,logistic_fit
SNIHT,gaussian,2,0.35,359,133,135,0.0,logistic_fit
SNIHT,gaussian,2,0.4,410,153,155,1.0,logistic_fit
SNIHT,gaussian,2,0.45,461,163,165,1.0,logistic_fit
SNIHT,gaussian,2,0.5,512,159,161,0.31466368108976456,logistic_fit
SNIHT,gaussian,2,0.55,564,175,177,0.0,logistic_fit
SNIHT,gaussian,2,0.6,615,153,155,0.2514921382166238,logistic_fit
SNIHT,gaussian,2,0.65,666,166,168,0.24685422248014988,logistic_fit
SNIHT,gaussian,2,0.7,717,133,135,0.18960500434082303,logistic_fit
SNIHT,gaussian,2,0.75,768,143,145,0.18579129953002885,logistic_fit
SNIHT,gaussian,2,0.8,820,102,104,0.1273743949601711,logistic_fit
SNIHT,gaussian,2,0.85,871,135,137,0.0,logistic_fit
SNIHT,gaussian,2,0.9,922,115,117,0.12801322475384397,logistic_fit
SNIHT,gaussian,2,0.95,973,121,123,0.1243707294552443,logistic_fit
SNIHT,gaussian,2,0.99,1014,126,128,0.12922019143991273,logistic_fit
SNIHT,gaussian,5,0.01,11,0,2,0.08777763658560485,logistic_fit
SNIHT,gaussian,5,0.02,21,2,4,0.13118762657438804,logistic_fit
SNIHT,gaussian,5,0.04,41,9,11,0.2688313488219678,logistic_fit
SNIHT,gaussian,5,0.06,62,18,20,0.31380055445388877,logistic_fit
SNIHT,gaussian,5,0.08,82,30,32,0.36192814516059535,logistic_fit
SNIHT,gaussian,5,0.1,103,37,39,0.3784692552952286,logistic_fit
SNIHT,gaussian,5,0.15,154,66,68,0.43707360597879075,logistic_fit
SNIHT,gaussian,5,0.2,205,101,103,0.0,logistic_fit
SNIHT,gaussian,5,0.25,256,127,129,0.483844106660272,logistic_fit
SNIHT,gaussian,5,0.3,308,153,155,1.0,logistic_fit
SNIHT,gaussian,5,0.35,359,167,169,1.0,logistic_fit
SNIHT,gaussian,5,0.4,410,165,167,1.0,logistic_fit
SNIHT,gaussian,5,0.45,461,171,173,0.0,logistic_fit
SNIHT,gaussian,5,0.5,512,163,165,0.3253810286849313,logistic_fit
SNIHT,gaussian,5,0.55,564,166,168,0.28487816096878965,logistic_fit
SNIHT,gaussian,5,0.6,615,153,155,1.0,logistic_fit
SNIHT,gaussian,5,0.65,666,166,168,0.0,logistic_fit
SNIHT,gaussian,5,0.7,717,155,157,0.0,logistic_fit
SNIHT,gaussian,5,0.75,768,143,145,0.0,logistic_fit
SNIHT,gaussian,5,0.8,820,102,104,0.13271287637994503,logistic_fit
SNIHT,gaussian,5,0.85,871,135,137,1.0,logistic_fit
SNIHT,gaussian,5,0.9,922,115,117,1.0,logistic_fit
SNIHT,gaussian,5,0.95,973,121,123,0.12497943898405803,logistic_fit
SNIHT,gaussian,5,0.99,1014,94,96,1.0,logistic_fit
SNIHT,gaussian,10,0.01,11,0,2,0.0877824400799778,logistic_fit
SNIHT,gaussian,10,0.02,21,2,4,0.17375829099464857,logistic_fit
SNIHT,gaussian,10,0.04,41,11,13,1.0,logistic_fit
SNIHT,gaussian,10,0.06,62,24,26,1.0,logistic_fit
SNIHT,gaussian,10,0.08,82,30,32,0.3928705552047723,logistic_fit
SNIHT,gaussian,10,0.1,103,50,52,0.0,logistic_fit
SNIHT,gaussian,10,0.15,154,76,78,1.0,logistic_fit
SNIHT,gaussian,10,0.2,205,110,112,0.5403813365775288,logistic_fit
SNIHT,gaussian,10,0.25,256,142,144,0.5573266262109559,logistic_fit
SNIHT,gaussian,10,0.3,308,162,164,0.0,logistic_fit
SNIHT,gaussian,10,0.35,359,166,168,1.0,logistic_fit
SNIHT,gaussian,10,0.4,410,165,167,1.0,logistic_fit
SNIHT,gaussian,10,0.45,461,171,173,0.3731833279630344,logistic_fit
SNIHT,gaussian,10,0.5,512,159,161,1.0,logistic_fit
SNIHT,gaussian,10,0.55,564,175,177,0.0,logistic_fit
SNIHT,gaussian,10,0.6,615,153,155,0.2515094384959155,logistic_fit
SNIHT,gaussian,10,0.65,666,124,126,0.19198704099386674,logistic_fit
SNIHT,gaussian,10,0.7,717,133,135,1.0,logistic_fit
SNIHT,gaussian,10,0.75,768,143,145,0.0,logistic_fit
SNIHT,gaussian,10,0.8,820,153,155,0.18542465296586141,logistic_fit
SNIHT,gaussian,10,0.85,871,108,110,0.12778595454004502,logistic_fit
SNIHT,gaussian,10,0.9,922,115,117,1.0,logistic_fit
SNIHT,gaussian,10,0.95,973,121,123,0.0,logistic_fit
SNIHT,gaussian,10,0.99,1014,126,128,0.0,logistic_fit
